Row ID,Order Date,Ship Mode,Customer Name,Segment,Product ID,Category,Sub-Category,Sales,Cluster_ID,days_to_ship
2192,2017-12-10,3,60,0,707,1,3,153.552,4,7
2193,2017-12-10,3,60,0,415,1,1,65.34,4,7
2194,2017-12-10,3,60,0,1084,1,12,123.92,4,7
2195,2017-12-10,3,60,0,382,1,1,35.1,4,7
2196,2017-12-10,3,60,0,1547,2,0,44.75,4,7
2197,2017-12-01,3,25,0,500,1,2,4.704,238,5
2198,2015-11-28,3,71,0,537,1,2,14.67,114,6
2199,2016-03-28,3,145,0,1207,1,12,15.552,10,5
2200,2016-03-28,3,145,0,1055,1,12,5.232,10,5
2201,2015-06-01,3,472,0,203,0,9,22.2,239,5
2202,2015-06-01,3,472,0,1775,2,13,881.93,239,5
2203,2016-09-06,3,86,2,728,1,3,6.096,4,6
2204,2016-09-06,3,86,2,308,0,9,191.82,4,6
2205,2016-06-29,3,713,0,183,0,9,20.104,144,6
2206,2017-09-10,2,134,2,487,1,2,67.56,35,2
2207,2015-07-14,3,61,2,679,1,3,29.932,14,6
2208,2015-07-14,3,61,2,1729,2,13,38.272,14,6
2209,2016-08-22,3,645,2,482,1,2,16.52,19,4
2210,2015-11-14,2,492,0,1711,2,13,832.93,49,2
2211,2015-11-14,2,492,0,774,1,3,43.8,49,2
2212,2017-11-27,0,780,1,452,1,1,167.292,71,3
2213,2018-11-21,3,683,0,260,0,9,27.42,19,4
2214,2018-10-01,0,565,0,720,1,3,1.44,44,1
2215,2018-10-01,0,565,0,716,1,3,61.776,44,1
2216,2018-10-01,0,565,0,387,1,1,241.96,44,1
2217,2018-10-01,0,565,0,57,0,5,108.608,44,1
2218,2015-09-20,3,235,1,580,1,2,2.816,101,5
2219,2018-07-28,3,506,1,643,1,3,9.984,8,4
2220,2018-07-28,3,506,1,1349,1,14,14.98,8,4
2221,2018-07-28,3,506,1,1741,2,13,1145.6,8,4
2222,2016-12-06,1,223,0,1731,2,13,485.94,240,0
2223,2016-12-06,1,223,0,612,1,2,37.376,240,0
2224,2016-12-06,1,223,0,131,0,5,70.686,240,0
2225,2018-07-31,3,267,1,1231,1,12,54.816,10,5
2226,2017-03-19,2,95,0,16,0,4,72.294,-1,2
2227,2018-07-29,3,450,1,931,1,8,2.896,79,5
2228,2018-07-29,3,450,1,1771,2,13,124.792,79,5
2229,2017-10-01,3,310,0,352,0,16,330.588,19,4
2230,2015-03-31,3,20,0,821,1,3,673.568,8,5
2231,2015-03-31,3,20,0,435,1,1,52.98,8,5
2232,2018-06-26,3,225,0,149,0,9,526.45,164,5
2233,2018-07-09,3,386,0,1398,1,14,228.92,21,5
2234,2016-12-14,2,240,0,1709,2,13,319.968,31,2
2235,2018-12-05,3,615,1,1483,2,0,205.03,241,5
2236,2016-09-15,2,131,0,1289,1,14,190.86,203,2
2237,2016-09-15,2,131,0,495,1,2,24.32,203,2
2238,2017-07-15,3,632,2,1426,1,15,44.4,181,6
2239,2018-04-20,3,673,2,302,0,9,44.4,21,6
2240,2017-11-15,2,752,0,776,1,3,1016.792,1,2
2241,2017-11-15,2,752,0,760,1,3,38.136,1,2
2242,2017-11-26,3,131,0,1833,2,13,494.982,10,5
2243,2018-11-21,3,66,2,1390,1,14,56.56,40,4
2244,2018-11-21,3,66,2,601,1,2,5.56,40,4
2245,2018-11-21,3,66,2,938,1,8,9.02,40,4
2246,2018-11-21,3,66,2,408,1,1,8.62,40,4
2247,2018-11-21,3,66,2,1833,2,13,659.976,40,4
2248,2016-02-15,2,411,0,1258,1,12,13.36,1,3
2249,2016-02-15,2,411,0,701,1,3,41.72,1,3
2250,2016-02-15,2,411,0,658,1,3,11.52,1,3
2251,2016-02-15,2,411,0,405,1,1,541.44,1,3
2252,2016-02-15,2,411,0,1049,1,12,19.44,1,3
2253,2017-04-15,2,406,2,1259,1,12,143.7,62,2
2254,2016-09-28,0,329,1,390,1,1,43.26,8,3
2255,2016-09-28,0,329,1,415,1,1,43.56,8,3
2256,2017-09-17,3,450,1,1747,2,13,437.85,242,5
2257,2017-09-17,3,450,1,314,0,9,109.48,242,5
2258,2018-06-16,0,771,0,49,0,5,1212.96,8,3
2259,2018-06-16,0,771,0,1125,1,12,18.54,8,3
2260,2016-11-08,2,487,2,921,1,8,5.0,62,2
2261,2016-11-08,2,487,2,1516,2,0,371.97,62,2
2262,2016-12-18,1,546,0,1521,2,0,166.24,19,0
2263,2018-02-06,0,497,0,39,0,4,359.97,73,3
2264,2017-11-14,2,24,0,1574,2,0,499.98,111,2
2265,2017-11-14,2,24,0,1171,1,12,5.28,111,2
2266,2017-11-14,2,24,0,844,1,3,8.26,111,2
2267,2018-10-12,1,686,2,1239,1,12,7.968,158,0
2268,2018-09-17,1,759,0,1148,1,12,12.96,4,0
2269,2018-12-20,3,213,1,1188,1,12,6.48,108,6
2270,2018-12-20,3,213,1,767,1,3,6.984,108,6
2271,2018-12-02,3,525,1,617,1,2,47.96,92,5
2272,2016-09-21,3,140,0,1383,1,14,199.74,4,6
2273,2016-03-06,3,388,0,151,0,9,435.26,8,5
2274,2016-03-06,3,388,0,1610,2,6,1119.984,8,5
2275,2015-10-03,2,26,1,335,0,16,143.432,1,5
2276,2015-10-03,2,26,1,95,0,5,122.352,1,5
2277,2015-06-27,3,469,0,1409,1,14,306.2,243,4
2278,2015-06-27,3,469,0,323,0,16,85.98,243,4
2279,2015-06-27,3,469,0,1459,2,0,223.96,243,4
2280,2018-10-30,0,373,0,112,0,5,97.568,4,3
2281,2018-10-30,0,373,0,122,0,5,614.272,4,3
2282,2018-10-30,0,373,0,44,0,4,199.98,4,3
2283,2017-09-03,0,279,1,1183,1,12,48.16,180,2
2284,2016-03-05,3,678,0,1729,2,13,23.92,-1,4
2285,2016-03-05,3,678,0,419,1,1,60.69,-1,4
2286,2017-05-05,0,587,1,1242,1,12,14.352,78,3
2287,2018-11-17,3,155,0,458,1,1,35.04,184,6
2288,2018-06-01,2,65,1,420,1,1,17.48,147,4
2289,2018-06-10,0,79,0,551,1,2,16.4,1,3
2290,2018-01-08,0,626,1,338,0,16,892.98,4,3
2291,2016-04-20,3,742,1,1730,2,13,287.97,81,5
2292,2016-04-20,3,742,1,241,0,9,595.38,81,5
2293,2016-04-20,3,742,1,1086,1,12,12.96,81,5
2294,2016-11-01,3,615,1,1689,2,13,4.95,19,5
2295,2018-12-23,3,279,1,267,0,9,181.95,180,4
2296,2016-11-01,3,775,0,1179,1,12,13.52,19,4
2297,2016-11-01,3,775,0,170,0,9,259.7,19,4
2298,2016-11-01,3,775,0,1726,2,13,42.95,19,4
2299,2016-11-01,3,775,0,1507,2,0,1399.93,19,4
2300,2016-11-01,3,775,0,1779,2,13,503.96,19,4
2301,2015-11-14,3,365,0,663,1,3,12.72,244,4
2302,2015-11-14,3,365,0,658,1,3,11.52,244,4
2303,2017-01-17,3,231,1,1488,2,0,316.0,81,4
2304,2018-09-17,2,518,2,61,0,5,723.92,161,5
2305,2018-09-17,2,518,2,1048,1,12,106.32,161,5
2306,2017-12-23,0,78,1,31,0,4,141.372,21,1
2307,2016-08-06,0,530,1,1253,1,12,27.216,12,2
2308,2018-11-05,3,727,0,1494,2,0,390.75,19,4
2309,2018-06-11,0,74,2,69,0,5,280.792,190,1
2310,2018-06-11,0,74,2,1367,1,14,68.448,190,1
2311,2018-06-11,0,74,2,564,1,2,88.04,190,1
2312,2018-06-11,0,74,2,538,1,2,15.872,190,1
2313,2018-06-11,0,74,2,1353,1,14,215.592,190,1
2314,2018-07-20,3,253,1,1000,1,10,14.62,245,5
2315,2018-07-20,3,253,1,416,1,1,416.32,245,5
2316,2018-07-20,3,253,1,654,1,3,43.0,245,5
2317,2018-07-20,3,253,1,112,0,5,182.94,245,5
2318,2018-07-20,3,253,1,724,1,3,60.83,245,5
2319,2018-07-20,3,253,1,1549,2,0,389.97,245,5
2320,2016-12-23,0,99,0,409,1,1,194.32,135,3
2321,2018-03-20,3,327,1,1465,2,0,265.93,4,4
2322,2016-12-31,2,415,1,824,1,3,94.74,0,3
2323,2016-12-31,2,415,1,676,1,3,60.64,0,3
2324,2016-12-31,2,415,1,786,1,3,76.3,0,3
2325,2016-12-31,2,415,1,672,1,3,364.8,0,3
2326,2016-09-15,2,104,1,725,1,3,79.872,19,4
2327,2016-09-15,2,104,1,47,0,4,46.384,19,4
2328,2016-09-15,2,104,1,1167,1,12,12.96,19,4
2329,2018-09-23,0,445,2,892,1,7,14.352,246,3
2330,2016-12-25,3,408,1,182,0,9,547.136,10,4
2331,2017-09-24,2,450,1,1310,1,14,41.96,1,2
2332,2017-09-24,2,450,1,1045,1,12,41.7,1,2
2333,2018-03-21,3,644,0,1248,1,12,277.4,247,4
2334,2018-03-21,3,644,0,1286,1,12,5.78,247,4
2335,2015-09-30,3,436,0,390,1,1,69.216,248,4
2336,2018-12-10,1,146,0,891,1,7,10.86,49,0
2337,2018-12-10,1,146,0,375,1,1,426.79,49,0
2338,2015-08-23,1,631,0,1240,1,12,25.92,19,0
2339,2015-08-23,1,631,0,1270,1,12,45.92,19,0
2340,2015-08-19,3,373,0,632,1,2,10.72,34,5
2341,2017-11-10,3,217,0,635,1,2,41.86,-1,5
2342,2015-12-31,0,295,2,225,0,9,63.2,86,3
2343,2015-12-31,0,295,2,1465,2,0,113.97,86,3
2344,2015-07-26,2,124,0,1414,1,14,123.552,21,4
2345,2017-02-22,3,597,2,399,1,1,490.32,140,6
2346,2017-03-13,3,472,0,1064,1,12,70.08,46,5
2347,2017-03-13,3,472,0,808,1,3,1.272,46,5
2348,2017-03-13,3,472,0,372,0,16,557.585,46,5
2349,2018-12-02,1,23,1,810,1,3,9.024,1,1
2350,2018-12-02,1,23,1,661,1,3,69.456,1,1
2351,2018-12-02,1,23,1,1228,1,12,10.86,1,1
2352,2018-12-02,1,23,1,435,1,1,79.47,1,1
2353,2018-12-02,1,23,1,531,1,2,10.08,1,1
2354,2016-08-31,0,682,1,20,0,4,1552.831,8,2
2355,2016-08-31,0,682,1,745,1,3,137.24,8,2
2356,2016-08-31,0,682,1,1596,2,0,36.51,8,2
2357,2016-08-31,0,682,1,1621,2,11,239.976,8,2
2358,2015-03-17,3,154,1,355,0,16,1579.746,19,4
2359,2015-03-17,3,154,1,338,0,16,1071.576,19,4
2360,2015-03-17,3,154,1,365,0,16,613.908,19,4
2361,2015-03-17,3,154,1,1193,1,12,34.86,19,4
2362,2015-03-17,3,154,1,1078,1,12,155.04,19,4
2363,2018-04-16,3,654,0,697,1,3,13.71,34,4
2364,2017-03-13,3,3,2,311,0,9,127.88,125,5
2365,2017-03-13,3,3,2,466,1,1,160.32,125,5
2366,2017-03-13,3,3,2,842,1,3,46.0,125,5
2367,2015-11-24,2,264,0,73,0,5,120.712,249,2
2368,2018-02-10,0,527,0,1170,1,12,23.12,159,3
2369,2017-09-23,3,435,1,219,0,9,532.704,214,4
2370,2017-09-23,3,435,1,479,1,2,4.912,214,4
2371,2018-07-07,2,529,1,1578,2,0,252.0,91,2
2372,2017-07-07,2,67,1,317,0,9,60.288,14,4
2373,2017-07-07,2,67,1,912,1,8,2.632,14,4
2374,2017-07-07,2,67,1,1113,1,12,23.688,14,4
2375,2017-07-07,2,67,1,61,0,5,253.372,14,4
2376,2018-01-24,3,740,0,900,1,8,5.67,183,6
2377,2015-08-19,2,516,0,707,1,3,76.776,34,2
2378,2015-08-19,2,516,0,1454,1,15,9.184,34,2
2379,2016-12-06,3,423,2,1236,1,12,32.75,250,5
2380,2017-05-06,3,96,2,938,1,8,7.216,142,4
2381,2017-05-06,3,96,2,1175,1,12,49.568,142,4
2382,2017-05-06,3,96,2,310,0,9,54.712,142,4
2383,2018-03-25,0,151,0,423,1,1,176.04,171,1
2384,2018-03-25,0,151,0,568,1,2,16.02,171,1
2385,2018-03-25,0,151,0,721,1,3,185.92,171,1
2386,2018-03-25,0,151,0,1681,2,13,211.168,171,1
2387,2018-03-25,0,151,0,1601,2,6,479.984,171,1
2388,2016-12-12,0,223,0,915,1,8,7.86,62,3
2389,2016-12-12,0,223,0,739,1,3,24.448,62,3
2390,2016-12-06,3,705,0,1257,1,12,6.48,19,4
2391,2016-12-06,3,705,0,1087,1,12,41.86,19,4
2392,2016-12-06,3,705,0,1536,2,0,1619.91,19,4
2393,2016-12-06,3,705,0,238,0,9,113.92,19,4
2394,2017-03-17,3,155,0,488,1,2,39.68,195,6
2395,2016-11-14,3,587,1,1520,2,0,37.6,19,5
2396,2016-11-14,3,587,1,1490,2,0,59.9,19,5
2397,2016-11-14,3,587,1,1247,1,12,37.0,19,5
2398,2018-08-14,2,578,0,966,1,10,5.76,8,2
2399,2018-08-14,2,578,0,477,1,2,16.68,8,2
2400,2018-09-09,3,684,1,1353,1,14,628.81,215,6
2401,2018-09-09,3,684,1,1360,1,14,56.45,215,6
2402,2018-04-01,2,5,0,1311,1,14,94.2,219,3
2403,2018-04-01,2,5,0,865,1,7,28.4,219,3
2404,2017-09-27,3,322,1,5,0,4,956.6648,107,6
2405,2018-10-07,3,541,0,1516,2,0,1115.91,1,4
2406,2018-10-07,3,541,0,1811,2,13,128.744,1,4
2407,2018-10-07,3,541,0,1703,2,13,79.92,1,4
2408,2018-01-20,3,732,0,589,1,2,24.2,8,5
2409,2018-01-20,3,732,0,1796,2,13,359.976,8,5
2410,2018-03-23,0,88,2,166,0,9,211.84,8,2
2411,2015-08-01,3,41,2,913,1,8,5.68,10,5
2412,2016-06-07,2,252,1,810,1,3,7.52,1,2
2413,2015-11-12,3,396,0,1140,1,12,11.96,1,4
2414,2015-11-12,3,396,0,341,0,16,629.064,1,4
2415,2017-12-29,3,770,0,73,0,5,754.45,140,4
2416,2016-07-06,3,595,2,23,0,4,301.96,-1,5
2417,2018-10-12,3,534,1,1540,2,0,595.0,251,6
2418,2018-10-12,3,534,1,725,1,3,79.872,251,6
2419,2017-05-21,3,460,1,1617,2,11,2396.4,166,7
2420,2018-11-09,3,504,1,1362,1,14,63.56,-1,5
2421,2018-11-09,3,504,1,1575,2,0,99.99,-1,5
2422,2017-04-18,3,170,2,1397,1,14,230.376,21,5
2423,2017-04-18,3,170,2,1109,1,12,9.664,21,5
2424,2018-12-25,3,727,0,1531,2,0,158.928,214,5
2425,2018-12-25,3,727,0,661,1,3,13.023,214,5
2426,2018-12-25,3,727,0,346,0,16,273.06,214,5
2427,2018-12-25,3,727,0,927,1,8,39.312,214,5
2428,2017-06-11,3,499,1,792,1,3,1.344,50,6
2429,2017-06-11,3,499,1,700,1,3,8.272,50,6
2430,2017-06-11,3,499,1,298,0,9,12.544,50,6
2431,2018-05-13,3,651,2,946,1,10,58.48,8,7
2432,2018-12-28,3,322,1,203,0,9,7.4,4,5
2433,2015-03-25,3,49,0,91,0,5,366.786,19,7
2434,2018-05-28,3,392,0,1728,2,13,54.368,12,4
2435,2016-11-14,0,587,1,861,1,7,33.96,23,3
2436,2016-11-14,0,587,1,442,1,1,826.11,23,3
2437,2018-07-03,3,149,0,267,0,9,545.85,-1,7
2438,2015-11-18,2,614,0,322,0,16,145.98,96,2
2439,2015-11-18,2,614,0,1163,1,12,35.808,96,2
2440,2018-07-17,3,695,0,231,0,9,7.904,60,5
2441,2017-05-22,3,57,0,1846,2,13,345.0,252,5
2442,2017-05-22,3,57,0,358,0,16,174.286,252,5
2443,2017-05-22,3,57,0,444,1,1,662.84,252,5
2444,2017-05-22,3,57,0,1529,2,0,95.1,252,5
2445,2017-05-22,3,57,0,874,1,7,26.88,252,5
2446,2017-05-22,3,57,0,1718,2,13,257.98,252,5
2447,2016-09-25,3,46,0,847,1,7,17.48,1,6
2448,2017-10-31,3,87,0,64,0,5,492.835,10,6
2449,2016-09-14,2,157,0,1353,1,14,269.49,-1,3
2450,2017-11-05,3,158,2,796,1,3,29.12,44,5
2451,2018-03-17,2,225,0,943,1,10,18.75,19,5
2452,2018-03-17,2,225,0,1683,2,13,119.7,19,5
2453,2018-03-17,2,225,0,660,1,3,9.144,19,5
2454,2018-03-17,2,225,0,1529,2,0,57.06,19,5
2455,2018-03-17,2,225,0,1547,2,0,71.6,19,5
2456,2018-03-17,2,225,0,1299,1,14,107.44,19,5
2457,2018-03-17,2,225,0,1000,1,10,7.31,19,5
2458,2018-03-17,2,225,0,526,1,2,59.1,19,5
2459,2018-03-17,2,225,0,1391,1,14,46.53,19,5
2460,2018-08-15,3,342,0,430,1,1,97.84,52,6
2461,2016-07-11,2,690,0,1124,1,12,29.97,4,2
2462,2016-07-11,2,690,0,699,1,3,98.352,4,2
2463,2018-12-03,3,162,0,694,1,3,83.92,19,6
2464,2018-12-03,3,162,0,697,1,3,14.624,19,6
2465,2018-12-03,3,162,0,1699,2,13,136.99,19,6
2466,2018-12-03,3,162,0,962,1,10,3.15,19,6
2467,2018-05-04,3,542,0,1069,1,12,9.11,253,4
2468,2018-05-04,3,542,0,1387,1,14,571.44,253,4
2469,2018-05-04,3,542,0,1287,1,12,32.4,253,4
2470,2018-05-04,3,542,0,1333,1,14,16.91,253,4
2471,2017-01-22,3,127,0,211,0,9,14.272,204,6
2472,2017-01-22,3,127,0,18,0,4,451.136,204,6
2473,2017-01-22,3,127,0,389,1,1,64.864,204,6
2474,2017-11-03,0,613,0,66,0,5,217.584,1,3
2475,2017-11-03,0,613,0,1473,2,0,82.95,1,3
2476,2017-11-03,0,613,0,1008,1,10,87.71,1,3
2477,2017-11-03,0,613,0,442,1,1,1101.48,1,3
2478,2018-09-04,2,311,1,318,0,16,1322.352,1,4
2479,2015-09-13,3,188,0,562,1,2,5.46,19,6
2480,2018-06-19,3,285,0,1439,1,15,11.184,54,6
2481,2018-06-19,3,285,0,1397,1,14,153.584,54,6
2482,2018-12-24,3,13,0,1328,1,14,1003.62,4,7
2483,2018-08-28,3,445,2,1706,2,13,35.168,4,6
2484,2018-08-28,3,445,2,320,0,16,1137.75,4,6
2485,2018-08-28,3,445,2,704,1,3,99.68,4,6
2486,2018-08-28,3,445,2,601,1,2,5.56,4,6
2487,2016-01-02,2,167,1,1354,1,14,85.52,194,2
2488,2016-01-02,2,167,1,520,1,2,9.84,194,2
2489,2016-01-02,2,167,1,1258,1,12,20.04,194,2
2490,2016-10-09,2,748,0,1743,2,13,631.96,19,4
2491,2016-10-09,2,748,0,1159,1,12,23.92,19,4
2492,2015-12-13,2,421,0,1102,1,12,90.24,1,2
2493,2015-11-19,3,389,0,1791,2,13,4548.81,-1,4
2494,2017-09-10,2,430,0,361,0,16,300.93,12,4
2495,2017-09-10,2,430,0,1705,2,13,719.96,12,4
2496,2015-06-16,3,703,0,51,0,5,647.84,211,6
2497,2016-09-26,3,119,2,1367,1,14,64.17,62,5
2498,2016-09-26,3,119,2,846,1,7,124.46,62,5
2499,2017-05-19,3,92,1,838,1,3,9.584,8,5
2500,2018-06-22,0,188,0,896,1,7,37.608,92,1
2501,2018-06-17,0,478,1,1137,1,12,12.224,105,3
2502,2018-06-17,0,478,1,658,1,3,2.304,105,3
2503,2018-06-17,0,478,1,689,1,3,9.36,105,3
2504,2017-11-14,3,619,0,947,1,10,7.38,8,5
2505,2015-07-25,2,441,0,1331,1,14,53.72,8,2
2506,2015-07-25,2,441,0,1419,1,15,8187.65,8,2
2507,2015-07-25,2,441,0,297,0,9,77.92,8,2
2508,2016-07-02,1,627,0,402,1,1,32.784,12,0
2509,2018-03-02,3,490,1,1702,2,13,196.776,1,6
2510,2018-03-02,3,490,1,1472,2,0,479.94,1,6
2511,2017-11-18,3,61,2,1392,1,14,1117.92,220,5
2512,2016-04-18,0,436,0,1550,2,0,106.5,48,1
2513,2018-12-02,3,192,2,737,1,3,45.66,60,4
2514,2017-11-11,3,102,1,1555,2,0,95.968,21,6
2515,2017-11-11,3,102,1,125,0,5,47.992,21,6
2516,2015-09-05,3,578,0,1305,1,14,264.32,254,5
2517,2015-11-15,3,605,0,876,1,7,604.656,12,7
2518,2018-05-02,3,237,1,280,0,9,129.93,52,5
2519,2017-10-15,3,184,2,1009,1,10,20.16,220,6
2520,2017-10-15,3,184,2,987,1,10,29.46,220,6
2521,2017-10-15,3,184,2,431,1,1,868.59,220,6
2522,2017-10-15,3,184,2,1207,1,12,12.96,220,6
2523,2017-10-15,3,184,2,1807,2,13,5.5,220,6
2524,2017-10-15,3,184,2,672,1,3,121.6,220,6
2525,2016-04-06,3,746,0,612,1,2,42.048,12,4
2526,2016-04-06,3,746,0,1532,2,0,25.488,12,4
2527,2016-04-06,3,746,0,842,1,3,6.9,12,4
2528,2016-04-06,3,746,0,811,1,3,9.648,12,4
2529,2016-04-06,3,746,0,1107,1,12,7.968,12,4
2530,2015-10-24,3,192,2,1072,1,12,10.368,2,5
2531,2015-08-17,3,232,1,1062,1,12,114.2,239,4
2532,2015-08-17,3,232,1,667,1,3,17.96,239,4
2533,2015-08-17,3,232,1,922,1,8,12.67,239,4
2534,2015-08-17,3,232,1,1476,2,0,339.96,239,4
2535,2018-08-15,2,231,1,1411,1,14,1801.632,10,3
2536,2016-09-06,0,476,1,1561,2,0,46.32,-1,2
2537,2016-01-27,2,689,0,56,0,5,181.986,122,2
2538,2016-01-27,2,689,0,1705,2,13,431.976,122,2
2539,2016-01-27,2,689,0,1774,2,13,155.37,122,2
2540,2016-07-16,1,252,1,103,0,5,1348.704,8,0
2541,2016-07-16,1,252,1,119,0,5,700.152,8,0
2542,2017-04-30,3,439,1,235,0,9,111.888,43,4
2543,2015-09-26,2,570,1,417,1,1,143.952,10,5
2544,2017-09-08,3,47,2,32,0,4,173.94,195,6
2545,2017-09-08,3,47,2,947,1,10,14.76,195,6
2546,2018-04-16,3,381,0,1414,1,14,205.92,44,4
2547,2018-04-16,3,381,0,6,0,4,102.833,44,4
2548,2016-08-16,3,389,0,547,1,2,2.304,38,6
2549,2016-08-16,3,389,0,1780,2,13,1879.96,38,6
2550,2016-08-16,3,389,0,1136,1,12,313.024,38,6
2551,2016-08-16,3,389,0,953,1,10,5.04,38,6
2552,2018-11-19,3,6,0,304,0,9,821.88,0,4
2553,2018-11-19,3,6,0,640,1,3,21.96,0,4
2554,2017-09-14,3,583,2,1015,1,12,25.92,28,4
2555,2017-08-15,3,383,0,1690,2,13,705.544,255,5
2556,2016-09-26,3,609,0,1501,2,0,50.0,19,4
2557,2017-10-08,3,73,1,313,0,9,51.712,12,6
2558,2016-03-24,3,78,1,420,1,1,6.992,68,6
2559,2016-05-31,3,732,0,41,0,4,1406.86,11,4
2560,2016-05-31,3,732,0,995,1,10,15.75,11,4
2561,2016-05-31,3,732,0,1291,1,14,323.1,11,4
2562,2016-12-25,3,485,0,986,1,10,9.216,256,6
2563,2016-12-25,3,485,0,1188,1,12,10.368,256,6
2564,2016-03-17,2,320,1,1466,2,0,15.02,19,5
2565,2016-03-17,2,320,1,1333,1,14,33.82,19,5
2566,2018-12-21,0,108,0,1550,2,0,71.0,-1,3
2567,2018-11-01,2,678,0,690,1,3,25.12,-1,2
2568,2018-11-01,2,678,0,360,0,16,2665.62,-1,2
2569,2018-09-07,3,706,1,1386,1,14,478.08,19,4
2570,2018-12-27,1,190,1,1699,2,13,164.388,41,0
2571,2018-12-27,1,190,1,618,1,2,13.248,41,0
2572,2018-07-16,3,776,2,596,1,2,2.912,-1,5
2573,2017-08-12,2,147,0,1574,2,0,1399.944,13,3
2574,2018-07-09,3,686,2,149,0,9,526.45,247,5
2575,2015-11-22,3,657,1,899,1,7,16.23,81,5
2576,2015-11-22,3,657,1,675,1,3,319.9,81,5
2577,2015-11-22,3,657,1,865,1,7,11.36,81,5
2578,2015-11-22,3,657,1,434,1,1,675.12,81,5
2579,2015-01-26,3,697,2,301,0,9,62.82,23,5
2580,2015-01-26,3,697,2,1409,1,14,489.92,23,5
2581,2015-01-26,3,697,2,1202,1,12,19.44,23,5
2582,2015-01-26,3,697,2,1045,1,12,16.68,23,5
2583,2015-01-26,3,697,2,1851,2,13,155.35,23,5
2584,2015-01-26,3,697,2,195,0,9,12.42,23,5
2585,2015-01-26,3,697,2,1753,2,13,187.98,23,5
2586,2016-11-03,3,148,1,853,1,7,6.608,-1,7
2587,2018-06-30,3,617,0,1341,1,14,248.57,19,6
2588,2018-06-30,3,617,0,209,0,9,22.23,19,6
2589,2017-05-05,3,66,2,1344,1,14,5.98,1,4
2590,2017-05-05,3,66,2,1721,2,13,246.168,1,4
2591,2017-09-08,3,672,0,306,0,9,14.136,105,6
2592,2017-09-08,3,672,0,356,0,16,601.47,105,6
2593,2018-11-24,2,649,1,1786,2,13,79.1,-1,2
2594,2018-11-24,2,649,1,699,1,3,327.84,-1,2
2595,2018-05-13,3,109,1,884,1,7,180.96,102,4
2596,2018-05-13,3,109,1,831,1,3,914.97,102,4
2597,2018-05-13,3,109,1,1762,2,13,587.97,102,4
2598,2018-05-13,3,109,1,1293,1,14,530.34,102,4
2599,2018-05-13,3,109,1,1123,1,12,14.94,102,4
2600,2018-04-23,3,664,0,375,1,1,121.94,19,6
2601,2018-04-23,3,664,0,1440,1,15,122.71,19,6
2602,2017-06-04,1,250,0,1042,1,12,14.94,19,0
2603,2017-06-04,1,250,0,1659,2,11,1349.85,19,0
2604,2017-06-04,1,250,0,2,0,4,136.784,19,0
2605,2017-06-04,1,250,0,277,0,9,61.12,19,0
2606,2015-12-16,3,428,1,659,1,3,1.167,101,5
2607,2017-03-04,3,524,2,593,1,2,16.99,62,6
2608,2015-11-25,3,504,1,1503,2,0,24.672,50,5
2609,2015-11-25,3,504,1,962,1,10,2.52,50,5
2610,2015-11-25,3,504,1,319,0,16,1218.735,50,5
2611,2015-11-25,3,504,1,947,1,10,5.904,50,5
2612,2015-11-25,3,504,1,1079,1,12,15.696,50,5
2613,2015-11-25,3,504,1,144,0,9,6.096,50,5
2614,2017-04-28,3,89,1,85,0,5,41.568,1,7
2615,2015-04-26,3,19,1,133,0,5,230.28,1,7
2616,2015-04-26,3,19,1,695,1,3,18.288,1,7
2617,2018-04-01,3,489,0,992,1,10,5.78,8,4
2618,2018-04-01,3,489,0,689,1,3,121.68,8,4
2619,2018-12-22,3,375,1,480,1,2,4.17,45,4
2620,2018-12-22,3,375,1,1716,2,13,67.04,45,4
2621,2018-12-22,3,375,1,1319,1,14,37.32,45,4
2622,2018-12-22,3,375,1,963,1,10,18.45,45,4
2623,2015-12-03,2,507,1,1145,1,12,25.92,234,3
2624,2018-10-22,0,757,2,1613,2,6,11199.968,19,2
2625,2018-10-22,0,757,2,1725,2,13,2399.6,19,2
2626,2018-10-22,0,757,2,868,1,7,63.9,19,2
2627,2018-10-22,0,757,2,1818,2,13,52.99,19,2
2628,2018-11-13,0,684,1,1529,2,0,60.864,115,2
2629,2018-11-13,0,684,1,1640,2,11,652.995,115,2
2630,2018-11-13,0,684,1,765,1,3,11.22,115,2
2631,2016-09-10,3,9,0,1049,1,12,14.94,209,5
2632,2018-05-15,3,351,0,139,0,9,39.96,4,5
2633,2018-05-15,3,351,0,79,0,5,42.624,4,5
2634,2018-05-15,3,351,0,121,0,5,220.96,4,5
2635,2016-07-05,2,64,1,274,0,9,4.928,204,5
2636,2016-07-05,2,64,1,835,1,3,7.23,204,5
2637,2016-08-15,3,749,1,1291,1,14,323.1,1,4
2638,2018-06-12,3,676,0,1068,1,12,19.04,19,6
2639,2018-06-12,3,676,0,669,1,3,13.128,19,6
2640,2018-06-12,3,676,0,626,1,2,64.14,19,6
2641,2018-06-12,3,676,0,58,0,5,858.24,19,6
2642,2016-02-20,3,469,0,1480,2,0,29.99,-1,5
2643,2017-12-29,0,433,0,1095,1,12,186.048,14,1
2644,2017-04-17,2,77,2,1797,2,13,36.792,127,4
2645,2017-04-17,2,77,2,143,0,9,18.624,127,4
2646,2015-09-07,2,758,0,295,0,9,57.69,209,5
2647,2015-09-07,2,758,0,670,1,3,42.81,209,5
